index,img_name,initial_psnr,final_psnr,psnr_gain
1,0801.png,27.628846540635028,29.004869887608304,1.3760233469732768
2,0802.png,33.163501748587294,34.785792428955816,1.622290680368522
3,0803.png,33.60373803717614,38.69374057638536,5.090002539209216
4,0804.png,25.399736028343607,27.033643667825007,1.6339076394814
5,0805.png,27.50804924464903,28.28083313325347,0.7727838886044402
6,0806.png,26.281715991517753,27.82156447783725,1.539848486319496
7,0807.png,19.435746642929445,20.056346490573013,0.6205998476435681
8,0808.png,25.474268160224142,26.567246222975555,1.0929780627514134
9,0809.png,30.461947203782856,31.879102368583215,1.4171551648003593
10,0810.png,25.832087451232105,26.55315474790259,0.7210672966704834
11,0811.png,27.99974254654195,28.898075426742523,0.8983328802005737
12,0812.png,25.62579466915695,27.23686487881414,1.6110702096571892
13,0813.png,28.837359736479726,30.943808061335467,2.106448324855741
14,0814.png,26.591406049671054,27.779342327068957,1.1879362773979025
15,0815.png,31.648492567066192,33.541336395830584,1.8928438287643914
16,0816.png,29.709652327200995,31.318485460870086,1.6088331336690906
17,0817.png,29.968677948562924,31.704959859096363,1.7362819105334388
18,0818.png,26.56658745789878,28.449766241092217,1.8831787831934363
19,0819.png,26.376546780046723,27.68331726837617,1.3067704883294482
20,0820.png,21.618743306189597,24.18545291808211,2.566709611892513
21,0821.png,25.153657557759846,30.106774254420504,4.953116696660658
22,0822.png,27.979526760905834,30.144582569369152,2.1650558084633182
23,0823.png,24.382177524057035,25.570585319961275,1.18840779590424
24,0824.png,25.34456734552918,27.774109022401262,2.429541676872084
25,0825.png,24.775244006148025,26.873464068521667,2.098220062373642
26,0826.png,22.97984206268082,23.949545889546233,0.9697038268654126
27,0827.png,30.506986914644166,32.65263521914028,2.145648304496113
28,0828.png,16.47178218930827,19.917152663383845,3.445370474075574
29,0829.png,25.960431727272432,26.486573845925584,0.5261421186531514
30,0830.png,23.601018476459526,24.273883017607062,0.6728645411475362
31,0831.png,26.765464969883617,29.474182849856717,2.7087178799731007
32,0832.png,27.52940366050396,29.971894112457715,2.4424904519537556
33,0833.png,30.059077081495115,33.41591983373645,3.356842752241338
34,0834.png,24.408958378234395,25.218475439017023,0.8095170607826283
35,0835.png,22.189844825303467,22.714784949594428,0.5249401242909606
36,0836.png,23.203413656642176,25.221021324054977,2.0176076674128005
37,0837.png,23.79763143038516,25.774240585068945,1.9766091546837856
38,0838.png,36.8882080230865,37.48440443890828,0.5961964158217796
39,0839.png,28.144503921075895,28.91805855482518,0.7735546337492849
40,0840.png,27.002345191600053,28.206587453050286,1.2042422614502328
41,0841.png,26.22942208609053,27.7130550721505,1.4836329860599697
42,0842.png,28.352495540349235,29.4645000584052,1.112004518055965
43,0843.png,37.08219763990051,40.541740418358536,3.4595427784580295
44,0844.png,37.948579917797645,41.70027302791684,3.7516931101191986
45,0845.png,21.43171756315612,23.380122982139863,1.948405418983743
46,0846.png,22.213739716472208,24.17824134961773,1.9645016331455203
47,0847.png,25.101038348445314,27.188753883664404,2.0877155352190897
48,0848.png,25.072545481419066,26.820109038598893,1.7475635571798271
49,0849.png,19.58315893312274,21.804503117355278,2.2213441842325388
50,0850.png,26.733765360720632,28.587388287560685,1.8536229268400533
51,0851.png,26.76345669649906,28.04909291927591,1.2856362227768514
52,0852.png,28.96259482374241,29.781753650261145,0.8191588265187342
53,0853.png,30.88836657483385,33.471763185993495,2.583396611159646
54,0854.png,23.403541683336044,24.670916553698678,1.2673748703626337
55,0855.png,28.039812238367936,29.08684703671756,1.0470347983496247
56,0856.png,23.2045564016458,24.018560802932324,0.8140044012865246
57,0857.png,33.99009227122431,34.731462346274405,0.7413700750500922
58,0858.png,27.024008126751596,28.306176828944206,1.2821687021926103
59,0859.png,24.072401713381602,25.109018028143467,1.036616314761865
60,0860.png,19.6805499461579,20.47392937734735,0.7933794311894502
61,0861.png,21.18937168919938,22.552755135469273,1.3633834462698928
62,0862.png,32.415287532153954,32.95051754330548,0.5352300111515262
63,0863.png,32.065999165984856,32.97340447813551,0.9074053121506509
64,0864.png,28.660049859416464,29.717124780770206,1.0570749213537418
65,0865.png,26.330826374854812,27.082460123887913,0.7516337490331004
66,0866.png,24.32979580000895,24.858947559898525,0.5291517598895759
67,0867.png,26.120111163695594,27.979830449231375,1.8597192855357818
68,0868.png,29.572389680041223,32.31920614416492,2.7468164641237003
69,0869.png,22.76252421844044,23.55841393812329,0.7958897196828509
70,0870.png,26.959133361335397,28.338905235612383,1.3797718742769867
71,0871.png,29.419464861627535,31.599230371826796,2.1797655101992603
72,0872.png,22.452145488225288,23.781094054985147,1.328948566759859
73,0873.png,22.69381037118314,23.685868425286795,0.992058054103655
74,0874.png,28.18197491651712,29.648880949792133,1.4669060332750128
75,0875.png,22.424768576100625,24.02778407346065,1.6030154973600261
76,0876.png,21.430908199859157,21.95075093011581,0.5198427302566522
77,0877.png,35.4353935160029,39.50853315277712,4.073139636774222
78,0878.png,28.833404265054575,31.742711165360987,2.9093069003064116
79,0879.png,25.433139973861017,26.900657993561726,1.4675180197007087
80,0880.png,30.568994138720882,31.84059225945605,1.2715981207351668
81,0881.png,24.98620734936691,25.791025780532113,0.8048184311652022
82,0882.png,31.363360068104686,33.609365760204824,2.2460056921001375
83,0883.png,24.916387394394484,26.06168797550461,1.1453005811101278
84,0884.png,24.116324883236214,25.439130745074817,1.322805861838603
85,0885.png,21.86240935484941,22.476143637025867,0.6137342821764555
86,0886.png,33.34396200335208,35.76005058475179,2.4160885813997055
87,0887.png,23.894460546720634,25.05771676778048,1.1632562210598465
