index,img_name,initial_psnr,final_psnr,psnr_gain
88,0888.png,27.552767057471932,29.8140337285964,2.261266671124467
89,0889.png,27.22779626069956,29.772420415315207,2.544624154615647
90,0890.png,24.602300502224818,25.104212088147364,0.5019115859225458
91,0891.png,23.80221514531838,26.14111632190816,2.338901176589779
92,0892.png,25.31847992116157,28.4083777052568,3.089897784095232
93,0893.png,30.97430006307295,32.84027283476974,1.8659727716967929
94,0894.png,29.351635600669,30.977704861942424,1.6260692612734253
95,0895.png,19.70056229962352,20.268016483117304,0.5674541834937834
96,0896.png,33.54565845604341,36.63045138051206,3.084792924468651
97,0897.png,20.90244367710929,21.79419030957816,0.8917466324688696
98,0898.png,31.59487487667181,33.49311665086876,1.898241774196947
99,0899.png,26.26411589615975,30.700602450814255,4.436486554654504
100,0900.png,24.164585407595595,27.063855426543917,2.8992700189483216
